name,x,y,z,pitch,yaw,roll,error
1.png,3.194970967006791e-2,0.19995686458086603,5.5553033343815394e-2,2.2823824476848886e-3,2.5632818488196263e-2,9.508275891654694e-2,0.0
3.png,0.1954993434085316,0.10060280609374665,-5.091166904305636e-2,-5.2622408074807975e-2,-0.16011565447539666,2.9452957897648124e-2,0.0
4.png,9.70484805051639e-2,0.11048283608732545,0.17857904332154884,-0.16967480502927734,7.55638363303387e-2,-5.4306719343356374e-2,0.0
7.png,2.095442081027299e-3,0.10108402741252313,-0.16476493605744316,-0.19897163044495172,1.629329851184691e-3,0.12987184459760015,0.0
5.png,-8.147136357908591e-3,0.13773588221703967,3.245025367833415e-2,-0.19613251192101183,-5.478150443644389e-2,0.1716898316789887,0.0
8.png,-4.772145718739518e-3,0.10108402741252313,-9.190171613592191e-2,-0.19897163044495172,1.6148921570259545e-2,1.5201032914411744e-2,0.0
6.png,-4.642111435140167e-2,0.19701328210700692,-4.247252918810082e-2,-0.17381699006688744,1.6148921570259545e-2,0.18485526521552925,0.0
2.png,1.593345412615413e-2,0.11137900530630071,-7.330653685757302e-2,1.1820308742523933e-2,0.11091756128495461,-4.3415162552196435e-2,0.0
9.png,-6.961155999508653e-2,0.17510891078751117,-0.18898799716449843,-4.7761040003040434e-2,3.5698821105673184e-2,-5.9182657834221136e-2,0.0
